UWI,FM_TOP,PERF,DEPTH,GR,PEF,SP,CALX,CALI,RHOB,DPSS,NPSS,DRHO,ILD,ILM,SFL,DT,TOP_U,BASE_U,THICK_U,DEPTH_AVE_U,KMAX,K90,KV,COREPHI,GD,BD,"RSO
","RSW
",LITHOLOGY,PLUG NUMBER,Phi*H,Kmax/K90,Kvert/K90,RQI,NormPhi,FZI,Binned FZI,Fractured
100042700505W400,PKWK,,290,70.975,,-27.29,230.175,219.554,2261.9,0.235212121,0.337,200.6,3.918,3.875,5.145,401.253,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,290.1,71.282,,-27.282,230.835,221.04,2261.02,0.235745455,0.335,189.72,3.923,3.875,5.18,401.052,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,290.2,71.733,,-27.316,231.615,222.03,2259.42,0.236715152,0.333,183.76,3.934,3.875,5.188,400.851,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,290.3,72.327,,-27.364,232.445,223.267,2257.82,0.237684848,0.331,182.64,3.951,3.877,5.171,400.388,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,290.4,73.069,,-27.382,233.415,223.515,2256.46,0.238509091,0.329,187.16,3.983,3.89,5.122,399.924,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,290.5,73.515,,-27.31,234.775,223.762,2255.1,0.239333333,0.328,199,4.039,3.925,5.028,398.988,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,290.6,72.921,,-27.158,235.195,224.752,2252.22,0.241078788,0.332,205.56,4.065,3.954,5.017,398.052,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,290.7,72.03,,-26.958,235.435,225.248,2246.7,0.244424242,0.337,211.76,4.09,3.985,5.028,396.917,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,290.8,70.99,,-26.734,235.515,225.495,2238.9,0.249151515,0.344,216.08,4.113,4.018,5.06,395.781,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,290.9,69.95,,-26.474,235.38,226.238,2227.72,0.255927273,0.351,217.84,4.139,4.06,5.118,394.418,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,291,69.208,,-26.13,234.9,226.485,2210.6,0.26630303,0.358,217.2,4.179,4.133,5.217,393.055,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,291.1,68.614,,-26.098,234.6,225.495,2206.84,0.268581818,0.355,220.24,4.206,4.169,5.256,391.496,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,291.2,68.02,,-26.138,234.36,224.752,2205.66,0.26929697,0.349,226.76,4.239,4.204,5.286,389.937,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,291.3,67.426,,-26.226,234.2,223.762,2206.42,0.268836364,0.342,236.52,4.277,4.238,5.307,388.53,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,291.4,66.683,,-26.33,234.095,223.02,2208.7,0.267454545,0.336,250.28,4.324,4.278,5.325,387.122,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,291.5,65.644,,-26.41,233.975,222.03,2212.3,0.265272727,0.333,269.8,4.392,4.331,5.348,386.697,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,291.6,64.901,,-26.314,233.895,221.782,2211.98,0.265466667,0.338,268.2,4.414,4.351,5.36,386.271,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,291.7,64.604,,-26.17,233.785,221.782,2210.46,0.266387879,0.344,260.72,4.425,4.36,5.372,386.551,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,291.8,64.455,,-26.01,233.675,222.03,2208.06,0.267842424,0.351,249.6,4.427,4.36,5.384,386.832,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,291.9,64.455,,-25.848,233.575,223.515,2204.36,0.270084848,0.354,237.56,4.416,4.344,5.392,387.701,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,292,64.604,,-25.68,233.475,223.762,2198.2,0.273818182,0.35,227.8,4.384,4.3,5.388,388.569,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,292.1,65.347,,-25.64,233.475,223.762,2195.8,0.275272727,0.341,233.4,4.358,4.268,5.364,389.717,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,292.2,66.238,,-25.594,233.49,224.01,2193.94,0.2764,0.333,240.32,4.33,4.234,5.329,390.865,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,292.3,66.832,,-25.546,233.52,224.752,2192.38,0.277345455,0.326,246.56,4.3,4.202,5.284,391.991,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,292.4,67.426,,-25.54,233.59,224.01,2190.2,0.278666667,0.322,249.88,4.261,4.166,5.226,393.117,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,292.5,67.129,,-25.66,233.75,224.01,2185.8,0.281333333,0.323,247.8,4.202,4.114,5.145,394.135,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,292.6,66.535,,-25.924,233.87,224.752,2182.92,0.283078788,0.325,244.12,4.177,4.09,5.127,395.153,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,292.7,65.792,,-26.278,234.005,224.257,2180.76,0.284387879,0.326,242.12,4.155,4.07,5.113,395.844,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,292.8,65.495,,-26.69,234.135,223.762,2179.84,0.284945455,0.324,242.12,4.136,4.052,5.106,396.534,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,292.9,65.792,,-27.186,234.235,223.762,2181.82,0.283745455,0.32,243.6,4.116,4.03,5.104,396.79,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,293,66.832,,-27.85,234.275,224.257,2189.5,0.279090909,0.312,245.2,4.08,3.998,5.108,397.047,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,293.1,67.723,,-27.962,234.235,224.752,2195.58,0.275406061,0.31,241.36,4.065,3.983,5.108,396.662,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,293.2,68.614,,-27.978,234.195,225.248,2201.48,0.271830303,0.31,234.52,4.048,3.969,5.105,396.277,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,293.3,68.762,,-27.93,234.145,225.99,2206.76,0.268630303,0.31,225.56,4.03,3.954,5.101,395.642,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,293.4,68.465,,-27.818,234.08,226.733,2211.14,0.265975758,0.311,213.68,4.006,3.936,5.093,395.006,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,293.5,68.168,,-27.61,234,227.97,2214.5,0.263939394,0.313,196.4,3.965,3.907,5.07,395.187,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,293.6,68.168,,-27.506,233.94,229.208,2211.54,0.265733333,0.317,197.04,3.939,3.887,5.055,395.369,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,293.7,68.465,,-27.39,233.895,229.455,2205.28,0.269527273,0.321,203.08,3.908,3.867,5.04,395.656,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,293.8,69.356,,-27.262,233.865,229.703,2195.92,0.2752,0.325,212.6,3.877,3.845,5.027,395.943,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,293.9,70.099,,-27.082,233.87,229.95,2180.82,0.284351515,0.328,225.56,3.836,3.814,5.014,396.323,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,294,70.693,,-26.77,233.95,230.198,2154.5,0.30030303,0.326,243.8,3.769,3.755,4.996,396.703,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,294.1,70.842,,-26.594,234.05,230.693,2145.14,0.305975758,0.321,247,3.739,3.725,4.978,397.376,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,294.2,70.396,,-26.406,234.165,231.436,2139.32,0.30950303,0.316,245.52,3.708,3.691,4.957,398.049,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,294.3,70.248,,-26.214,234.275,232.178,2136.88,0.310981818,0.311,240,3.676,3.656,4.935,398.752,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,294.4,70.099,,-26.02,234.385,232.921,2137.58,0.310557576,0.306,230.08,3.632,3.61,4.906,399.455,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,294.5,70.099,,-25.82,234.525,233.663,2141.1,0.308424242,0.302,214.4,3.56,3.534,4.855,400.197,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,294.6,69.95,,-25.86,234.565,233.663,2139.82,0.3092,0.302,215.52,3.518,3.495,4.838,400.939,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,294.7,69.95,,-25.93,234.605,233.663,2135.9,0.311575758,0.303,221.56,3.479,3.457,4.817,401.697,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,294.8,69.802,,-25.986,234.635,233.911,2129.86,0.315236364,0.306,231.08,3.442,3.42,4.792,402.455,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,294.9,69.505,,-25.94,234.645,233.911,2120.7,0.320787879,0.312,244.4,3.401,3.381,4.758,403.261,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,295,69.208,,-25.66,234.625,233.911,2105.9,0.329757576,0.328,263.6,3.344,3.331,4.706,404.068,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,295.1,68.911,,-25.396,234.585,234.168,2101.1,0.332666667,0.34,266.8,3.326,3.317,4.688,404.88,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,295.2,68.618,,-25.156,234.5,234.184,2097.98,0.334557576,0.352,266.88,3.315,3.308,4.676,405.692,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,295.3,68.031,,-24.984,234.37,234.445,2096.5,0.335454545,0.364,264.48,3.309,3.305,4.673,406.671,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,295.4,67.148,,-24.936,234.135,234.461,2097.66,0.334751515,0.374,258.24,3.316,3.318,4.681,407.65,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,295.5,66.417,,-25.08,233.675,231.767,2103.5,0.331212121,0.379,244.8,3.353,3.362,4.701,408.604,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,295.6,65.686,,-25.208,233.395,229.813,2110.86,0.326751515,0.37,238.4,3.395,3.415,4.708,409.558,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,295.7,65.399,,-25.318,233.1,227.375,2120.98,0.320618182,0.357,233.2,3.448,3.486,4.71,406.263,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,295.8,65.261,,-25.418,232.78,225.678,2133.98,0.312739394,0.34,227.28,3.508,3.573,4.714,402.968,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,295.9,64.682,,-25.586,232.33,222.735,2159.48,0.297284848,0.32,212.08,3.587,3.7,4.764,398.689,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,296,64.102,,-25.97,231.55,217.563,2216.6,0.262666667,0.294,172.4,3.707,3.914,4.946,394.411,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,296.1,65.878,,-26.314,231.21,219.802,2254.92,0.239442424,0.291,142.8,3.746,3.987,5.19,387.006,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,296.2,67.059,,-26.694,231.005,222.03,2288.56,0.219054545,0.293,118.72,3.772,4.027,5.507,379.6,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,296.3,67.941,,-27.066,230.975,224.257,2313.6,0.203878788,0.296,105.44,3.788,4.032,5.85,367.65,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,296.4,68.676,,-27.398,231.29,226.471,2325.06,0.196933333,0.302,111.68,3.798,3.986,6.116,355.699,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,296.5,69.706,,-27.67,232.25,226.961,2316.9,0.201878788,0.31,149.6,3.804,3.864,6.152,369.46,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,296.6,70.441,,-27.582,232.93,226.961,2297.94,0.213369697,0.31,174.88,3.801,3.796,5.815,383.22,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,296.7,71.176,,-27.446,233.58,226.961,2276.76,0.226206061,0.309,196.8,3.79,3.736,5.455,388.459,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,296.8,71.471,,-27.298,234.15,226.961,2254.52,0.239684848,0.306,214.16,3.769,3.681,5.128,393.698,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,296.9,71.765,,-27.17,234.67,226.961,2231.78,0.253466667,0.303,228.56,3.725,3.62,4.863,397.245,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,297,71.765,,-27.09,235.25,226.961,2208.5,0.267575758,0.3,244.4,3.629,3.527,4.658,400.792,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,297.1,71.471,,-27.13,235.37,226.961,2206.34,0.268884848,0.3,249.68,3.569,3.481,4.669,403.38,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,297.2,70.588,,-27.188,235.43,226.471,2207.6,0.268121212,0.301,252.68,3.507,3.441,4.692,405.969,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,297.3,70.147,,-27.24,235.44,226.225,2211.56,0.265721212,0.304,253.24,3.448,3.404,4.718,407.463,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,297.4,69.853,,-27.252,235.385,225.735,2219.2,0.261090909,0.312,251.8,3.385,3.367,4.739,408.957,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,297.5,69.559,,-27.18,235.225,225.735,2233.2,0.252606061,0.329,249.4,3.304,3.322,4.749,408.88,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,297.6,69.265,,-27.028,235.185,226.471,2239.68,0.248678788,0.338,249.88,3.282,3.312,4.742,408.804,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,297.7,69.118,,-26.828,235.145,226.716,2245.74,0.245006061,0.345,250.72,3.269,3.308,4.738,407.314,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,297.8,69.265,,-26.6,235.095,226.225,2251.58,0.241466667,0.35,251.6,3.265,3.309,4.738,405.824,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,297.9,69.853,,-26.362,234.98,225.49,2258.72,0.237139394,0.351,250.68,3.271,3.317,4.75,405.122,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,298,70.588,,-26.13,234.7,225.245,2270,0.23030303,0.348,244.6,3.298,3.334,4.789,404.421,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,298.1,71.324,,-26.162,234.5,225.245,2275.92,0.226715152,0.343,239.64,3.312,3.342,4.817,404.566,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,298.2,72.059,,-26.23,234.285,225,2282.2,0.222909091,0.338,236.48,3.327,3.349,4.838,404.712,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,298.3,72.794,,-26.286,234.095,225,2288.84,0.218884848,0.335,235.76,3.341,3.357,4.85,404.876,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,298.4,73.235,,-26.25,233.935,224.505,2296.82,0.214048485,0.335,237.72,3.355,3.368,4.85,405.039,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,298.5,73.235,,-26.01,233.775,224.01,2308.1,0.207212121,0.338,242.2,3.375,3.39,4.829,404.822,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,298.6,73.235,,-25.826,233.755,224.01,2308.9,0.206727273,0.339,239.32,3.39,3.405,4.811,404.605,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,298.7,72.794,,-25.684,233.75,224.505,2305.62,0.208715152,0.337,233.92,3.405,3.424,4.799,404.617,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,298.8,72.5,,-25.604,233.77,224.752,2297.98,0.213345455,0.335,227.2,3.421,3.444,4.79,404.628,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,298.9,71.471,,-25.608,233.82,224.257,2282.02,0.223018182,0.331,222.16,3.441,3.467,4.788,404.934,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,299,70.735,,-25.72,233.9,223.515,2250.1,0.242363636,0.325,223.6,3.466,3.495,4.802,405.239,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,299.1,70.441,,-25.768,233.92,222.525,2235.22,0.251381818,0.325,233.36,3.466,3.5,4.816,405.969,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,299.2,70.153,,-25.792,233.94,221.782,2224.18,0.258072727,0.325,242.04,3.462,3.499,4.83,406.698,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,299.3,70.015,,-25.816,233.95,220.792,2217.82,0.261927273,0.324,247.08,3.455,3.494,4.843,407.397,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,299.4,70.026,,-25.906,233.95,220.792,2218.52,0.26150303,0.319,246.08,3.438,3.479,4.854,408.097,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,299.5,70.035,,-26.17,233.95,220.792,2230.2,0.254424242,0.304,236.8,3.403,3.444,4.864,408.88,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,299.6,69.898,,-26.434,233.99,220.792,2239.96,0.248509091,0.294,234.72,3.378,3.416,4.861,409.663,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,299.7,69.463,,-26.728,234.075,222.03,2248.64,0.243248485,0.287,236.6,3.349,3.385,4.847,410.05,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,299.8,68.881,,-27.016,234.195,223.02,2255.24,0.239248485,0.283,241.56,3.317,3.351,4.823,410.438,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,299.9,68.297,,-27.286,234.375,224.752,2258.34,0.237369697,0.286,249.88,3.27,3.305,4.78,410.496,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,300,68.157,,-27.55,234.675,226.484,2256.1,0.238727273,0.303,263,3.184,3.223,4.693,410.554,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,300.1,68.165,,-27.534,234.775,228.218,2251.06,0.241781818,0.316,263.8,3.138,3.176,4.658,410.527,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,300.2,68.465,,-27.494,234.83,229.95,2245.42,0.2452,0.329,262.92,3.094,3.126,4.634,410.5,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,300.3,68.762,,-27.446,234.82,230.446,2239.5,0.248787879,0.34,261.56,3.053,3.076,4.619,410.148,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,300.4,69.059,,-27.408,234.69,230.446,2232.62,0.252957576,0.344,260.08,3.014,3.02,4.604,409.796,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,300.5,68.911,,-27.4,234.35,227.228,2223.1,0.258727273,0.338,258,2.972,2.947,4.573,409.352,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,300.6,68.614,,-27.408,234.13,226.485,2221.1,0.259939394,0.334,255.44,2.972,2.939,4.546,408.909,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,300.7,68.02,,-27.398,233.91,225.743,2220.9,0.260060606,0.332,253.48,2.978,2.943,4.527,408.401,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,300.8,68.02,,-27.35,233.71,225,2222.22,0.259260606,0.333,252.68,2.989,2.963,4.524,407.893,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,300.9,68.614,,-27.192,233.5,223.267,2225.26,0.257418182,0.339,253.68,3.008,3.008,4.556,407.508,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,301,69.95,,-26.8,233.2,221.782,2230.7,0.254121212,0.354,257.2,3.044,3.098,4.654,407.122,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,301.1,70.99,,-26.528,233.06,221.535,2231.02,0.253927273,0.361,257.84,3.064,3.146,4.727,406.76,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,301.2,72.327,,-26.262,232.935,221.287,2229.42,0.25489697,0.365,256.56,3.086,3.192,4.793,406.399,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,301.3,73.515,,-26.034,232.825,221.04,2226.14,0.256884848,0.365,253.68,3.111,3.233,4.846,406.119,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,301.4,74.109,,-25.886,232.725,220.792,2220.4,0.260363636,0.359,249.8,3.15,3.273,4.884,405.839,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,301.5,74.257,,-25.87,232.625,220.792,2210.4,0.266424242,0.343,245.8,3.223,3.319,4.909,405.916,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,301.6,74.109,,-25.998,232.605,221.535,2206.32,0.26889697,0.335,247.24,3.259,3.327,4.899,405.993,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,301.7,73.515,,-26.108,232.585,222.277,2202.66,0.271115152,0.329,248.8,3.289,3.325,4.877,406.368,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,301.8,72.624,,-26.172,232.585,223.267,2199.14,0.273248485,0.325,249.28,3.314,3.317,4.848,406.744,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,301.9,71.733,,-26.136,232.615,223.762,2194.72,0.275927273,0.326,247.6,3.333,3.305,4.805,407.145,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,302,70.842,,-25.92,232.675,224.257,2187.6,0.280242424,0.331,242.8,3.35,3.286,4.727,407.547,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,302.1,69.95,,-25.768,232.675,224.752,2186.16,0.281115152,0.333,242.32,3.355,3.286,4.689,407.981,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,302.2,68.911,,-25.658,232.63,223.762,2187.18,0.28049697,0.334,243.28,3.358,3.289,4.657,408.415,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,302.3,69.059,,-25.594,232.54,222.03,2190.82,0.278290909,0.333,245.04,3.359,3.298,4.636,408.581,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,302.4,69.356,,-25.584,232.365,221.287,2198.84,0.273430303,0.334,245.96,3.357,3.312,4.644,408.748,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,302.5,69.95,,-25.64,232.025,221.04,2214.6,0.263878788,0.343,243.4,3.35,3.334,4.706,408.96,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,302.6,70.842,,-25.696,231.865,220.545,2219.88,0.260678788,0.353,237.48,3.345,3.342,4.762,409.173,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,302.7,72.03,,-25.77,231.735,220.297,2221.62,0.259624242,0.363,230.48,3.344,3.347,4.81,409.55,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,302.8,72.921,,-25.878,231.625,220.792,2219.66,0.260812121,0.371,223.04,3.347,3.354,4.844,409.927,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,302.9,73.663,,-26.108,231.515,220.792,2211.84,0.265551515,0.375,215.96,3.361,3.366,4.847,410.792,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,303,73.366,,-26.62,231.375,220.792,2194,0.276363636,0.371,210.2,3.393,3.393,4.798,411.658,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,303.1,73.069,,-26.964,231.335,220.297,2185.2,0.28169697,0.365,213.56,3.413,3.416,4.766,412.061,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,303.2,72.475,,-27.29,231.31,219.307,2178.02,0.286048485,0.36,218.96,3.432,3.435,4.753,412.464,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,303.3,71.881,,-27.57,231.3,218.069,2173.06,0.289054545,0.356,225.04,3.447,3.451,4.756,411.848,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,303.4,71.584,,-27.778,231.33,216.832,2171.62,0.289927273,0.351,229.28,3.458,3.464,4.778,411.232,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,303.5,71.436,,-27.89,231.45,217.079,2175.7,0.287454545,0.342,228,3.463,3.469,4.824,410.443,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,303.6,71.287,,-27.81,231.61,217.574,2181.22,0.284109091,0.336,221.76,3.455,3.464,4.839,409.654,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,303.7,71.436,,-27.718,231.83,219.059,2186.32,0.281018182,0.331,215.88,3.448,3.455,4.845,409.128,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,303.8,71.584,,-27.638,232.09,220.792,2189.76,0.278933333,0.329,212.04,3.437,3.444,4.845,408.601,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,303.9,72.178,,-27.594,232.46,221.287,2188.62,0.279624242,0.328,213.04,3.421,3.426,4.838,409.314,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,304,73.218,,-27.61,233.1,221.535,2178.3,0.285878788,0.328,222.8,3.393,3.393,4.82,410.027,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,304.1,74.109,,-27.634,233.42,221.782,2168.38,0.291890909,0.326,229.2,3.383,3.381,4.802,410.438,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,304.2,74.554,,-27.64,233.74,222.03,2158.82,0.297684848,0.324,234.52,3.377,3.368,4.782,410.849,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,304.3,74.257,,-27.608,234.05,222.772,2150.5,0.302727273,0.321,238.84,3.376,3.36,4.761,407.693,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,304.4,73.218,,-27.47,234.415,223.515,2143.48,0.306981818,0.321,242.96,3.384,3.36,4.738,404.537,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,304.5,72.178,,-27.11,234.975,224.257,2137,0.310909091,0.328,248.4,3.409,3.375,4.71,389.737,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,304.6,71.287,,-26.854,235.215,224.752,2135.8,0.311636364,0.34,254.32,3.427,3.4,4.703,374.937,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,304.7,71.287,,-26.622,235.41,224.505,2134.6,0.312363636,0.355,262.04,3.446,3.432,4.701,363.258,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,304.8,71.436,,-26.426,235.57,222.772,2133.52,0.313018182,0.371,270.6,3.463,3.472,4.705,351.58,,,,,,,,,,,,,,,,,,,,,,
100042700505W400,PKWK,,304.9,72.178,,-26.27,235.67,221.287,2133.1,0.313272727,0.382,278.24,3.474,3.523,4.743,346.053,,,,,,,,,,,,,,,,,,,,,,
