UWI,FM_TOP,DEPTH,GR,SP,CALX,RHOB,DPSS,NPSS,ILD,ILM,SFL,DT,Binned_FZI_PS
100040100505W400,SWFT,1075.0,82.65,-18.80,186.75,2469.50,0.10,0.33,11.96,12.76,12.70,,3
100040100505W400,SWFT,1075.3,81.45,-23.07,186.50,2433.66,0.12,0.35,12.75,13.34,13.78,,1
100040100505W400,SWFT,1075.8,73.20,-25.15,186.50,2406.44,0.15,0.32,13.70,13.96,17.66,,1
100040100505W400,SWFT,1076.0,75.90,-23.37,186.75,2409.90,0.15,0.32,13.57,13.82,16.02,,3
100040100505W400,SWFT,1076.5,96.90,-18.60,184.75,2391.06,0.15,0.33,12.14,12.54,14.14,,1
100040100505W400,SWFT,1076.9,171.09,-10.70,185.75,2390.06,0.16,0.34,10.52,11.23,10.92,,3
100022700505W400,SBRS,1090.4,42.14,37.15,205.43,2376.42,0.17,0.23,27.11,29.32,27.74,,3
100022700505W400,SBRS,1090.7,38.81,37.12,205.62,2345.66,0.18,0.23,30.97,33.78,33.02,,3
100022700505W400,SBRS,1091.1,39.85,35.60,205.56,2303.00,0.21,0.24,26.98,28.00,37.52,,4
100022700505W400,SBRS,1091.3,48.90,33.30,205.81,2314.00,0.20,0.24,24.38,23.28,37.87,,5
100022700505W400,SBRS,1091.8,55.50,18.10,205.56,2355.56,0.18,0.25,21.63,17.68,15.01,,1
100022700505W400,SBRS,1092.1,46.65,17.40,205.30,2391.39,0.15,0.21,23.28,23.17,18.17,,1
100022700505W400,SBRS,1092.3,49.20,15.90,205.04,2429.37,0.13,0.18,24.92,28.22,32.68,,4
100022700505W400,SBRS,1093.0,59.85,8.10,204.50,2500.52,0.09,0.13,17.13,17.29,53.79,,1
100022700505W400,SBRS,1093.2,60.30,13.00,204.50,2461.62,0.11,0.19,15.42,12.62,20.85,,3
100022700505W400,SBRS,1093.5,64.80,21.52,204.25,2436.00,0.13,0.25,13.64,12.50,11.31,,1
100022700505W400,SBRS,1093.8,58.05,20.91,204.25,2453.54,0.12,0.24,13.03,12.91,17.68,,3
100022700505W400,SBRS,1094.0,45.90,21.52,204.25,2473.23,0.11,0.21,14.60,14.60,41.52,,3
100022700505W400,SBRS,1094.3,40.88,28.66,204.20,2478.21,0.10,0.20,20.63,22.83,22.01,,3
100022700505W400,SBRS,1094.5,40.26,31.95,204.16,2451.01,0.12,0.20,26.19,27.55,21.49,,2
100022700505W400,SBRS,1094.8,39.32,31.63,204.09,2432.00,0.13,0.18,35.80,36.30,45.89,,4
100022700505W400,SBRS,1095.1,31.19,32.70,204.04,2405.97,0.16,0.19,46.70,41.47,57.52,,2
100022700505W400,SBRS,1095.4,32.36,34.00,204.31,2317.00,0.20,0.24,60.75,43.77,42.58,,4
100022700505W400,SBRS,1095.7,30.50,35.00,204.32,2249.50,0.24,0.25,56.61,44.76,37.57,,6
100022700505W400,SBRS,1096.1,31.51,34.60,204.59,2203.54,0.27,0.27,41.90,37.01,40.94,,4
100022700505W400,SWFT,1096.4,42.98,36.56,204.85,2299.50,0.21,0.25,31.55,25.77,29.59,,2
100022700505W400,SWFT,1096.7,56.60,39.34,205.10,2420.00,0.14,0.25,25.18,21.33,17.60,,3
100022700505W400,SWFT,1097.0,52.21,40.21,205.36,2387.00,0.16,0.26,20.00,18.42,18.17,,6
100022700505W400,SWFT,1097.2,45.00,40.81,205.39,2351.93,0.18,0.28,17.13,16.44,18.68,,4
100022700505W400,SWFT,1097.5,48.90,42.51,205.70,2371.87,0.16,0.28,15.56,15.28,17.76,,3
100022700505W400,SWFT,1097.8,56.40,41.80,205.26,2411.00,0.14,0.28,15.01,14.60,16.36,,3
100022700505W400,SWFT,1098.1,60.30,40.50,205.05,2420.50,0.14,0.27,14.74,13.95,15.85,,4
100022700505W400,SWFT,1098.4,59.25,40.80,206.06,2395.96,0.15,0.28,14.80,14.01,15.71,,2
100022700505W400,SWFT,1098.7,55.77,40.20,205.81,2373.74,0.17,0.30,15.07,14.53,16.29,,3
100022700505W400,SWFT,1099.0,55.91,43.60,204.80,2359.09,0.18,0.28,15.42,15.07,16.51,,3
100022700505W400,SWFT,1099.3,57.09,47.69,205.35,2367.63,0.17,0.27,15.69,15.62,18.24,,4
100022700505W400,SWFT,1099.6,60.07,48.59,205.41,2403.24,0.15,0.25,15.96,15.52,16.70,,2
100022700505W400,SWFT,1099.9,60.02,48.29,205.72,2402.09,0.15,0.28,16.08,15.22,16.01,,3
100022700505W400,SWFT,1100.1,60.30,48.49,205.75,2394.00,0.15,0.26,15.92,14.94,16.97,,2
100022700505W400,SWFT,1100.3,63.18,48.79,206.02,2383.96,0.16,0.26,15.64,14.74,16.36,,2
100022700505W400,SWFT,1100.7,66.82,48.99,206.04,2361.24,0.18,0.28,15.14,14.60,16.22,,3
100022700505W400,SWFT,1100.9,76.78,50.00,206.05,2371.25,0.17,0.28,15.14,14.60,15.78,,4
100022700505W400,SWFT,1101.3,95.61,50.67,206.06,2359.09,0.18,0.26,15.01,14.80,16.90,,2
100041100505W400,LMNV,1095.9,60.14,-37.45,249.94,1958.70,0.42,0.40,5.48,5.69,5.23,305.47,2
100041100505W400,SBRS,1096.4,51.44,-41.90,296.55,2220.10,0.26,0.32,6.57,7.32,7.36,265.70,1
100041100505W400,SBRS,1096.7,50.96,-48.19,227.99,2344.45,0.19,0.26,7.91,8.86,9.40,261.76,2
100041100505W400,SBRS,1097.4,47.33,-57.98,201.50,2571.50,0.05,0.20,12.07,13.89,18.73,220.87,2
100041100505W400,SBRS,1097.6,47.98,-59.97,200.58,2636.70,0.01,0.20,14.26,16.08,27.81,225.32,1
100041100505W400,SBRS,1097.8,48.63,-65.46,200.48,2558.70,0.06,0.22,16.51,19.35,32.86,241.40,2
100041100505W400,SBRS,1098.2,51.75,-73.79,201.70,2414.60,0.14,0.25,18.43,20.83,22.48,265.81,2
100041100505W400,SBRS,1098.4,49.82,-74.73,202.70,2390.40,0.16,0.25,19.15,20.37,20.73,272.66,3
100041100505W400,SBRS,1098.6,44.87,-73.61,203.53,2334.70,0.19,0.27,18.77,20.37,19.65,275.83,6
100041100505W400,SBRS,1098.8,47.09,-67.71,203.23,2307.90,0.21,0.26,16.98,19.40,25.18,274.61,4
100041100505W400,SWFT,1099.4,93.59,-49.44,200.45,2499.40,0.09,0.27,14.28,15.19,20.85,287.44,1
100041100505W400,SWFT,1099.9,101.66,-42.28,203.73,2414.80,0.14,0.34,11.97,12.78,15.35,277.92,2
100041100505W400,SWFT,1100.4,100.20,-47.58,204.45,2398.90,0.15,0.32,12.22,12.65,16.18,300.78,2
100041100505W400,SWFT,1101.2,127.00,-45.30,201.90,2415.90,0.14,0.33,7.90,7.96,13.41,315.00,2
100041100505W400,SWFT,1102.4,137.63,-34.74,224.63,2344.80,0.19,0.34,4.51,4.66,4.57,322.13,4
100142200505W400,MNVL,1091.3,54.45,-6.95,234.50,2166.21,0.29,0.53,1.39,1.53,1.82,396.36,3
100142200505W400,SBRS,1092.3,54.05,-12.42,228.00,2475.12,0.18,0.37,2.99,3.31,2.47,259.01,3
100142200505W400,SBRS,1092.6,55.50,-15.50,228.13,2504.71,0.12,0.28,4.11,4.79,4.69,264.31,3
100142200505W400,SBRS,1093.0,68.75,-21.46,230.13,2485.37,0.09,0.26,10.87,10.64,13.61,267.17,1
100142200505W400,SBRS,1093.3,60.39,-23.46,229.75,2466.94,0.09,0.29,14.52,13.77,15.70,269.32,3
100142200505W400,SBRS,1093.6,57.71,-25.21,229.75,2459.20,0.11,0.30,15.26,15.13,15.99,271.31,4
100142200505W400,SBRS,1093.9,63.04,-26.60,228.94,2461.83,0.12,0.29,15.07,15.79,16.32,272.54,3
100142200505W400,SBRS,1094.1,67.52,-28.61,228.56,2473.24,0.12,0.30,15.27,16.28,16.85,273.37,3
100142200505W400,SBRS,1094.6,67.13,-32.25,226.25,2457.83,0.10,0.29,15.37,16.23,17.74,277.06,4
100142200505W400,SBRS,1095.2,64.62,-37.75,229.00,2422.21,0.12,0.30,16.17,16.93,17.99,285.89,3
100142200505W400,SBRS,1095.7,66.71,-39.50,227.88,2410.39,0.15,0.30,17.84,18.26,21.31,291.65,4
100142200505W400,SBRS,1095.9,71.31,-39.00,227.88,2402.38,0.15,0.30,18.43,18.59,21.73,293.32,4
100142200505W400,SBRS,1096.2,62.93,-38.00,228.50,2378.55,0.15,0.30,19.07,19.31,21.47,295.83,5
100142200505W400,SBRS,1096.5,54.20,-37.85,228.56,2370.68,0.16,0.30,19.90,19.27,21.93,297.69,4
100142200505W400,SBRS,1096.7,52.91,-38.74,227.63,2363.01,0.16,0.29,20.10,19.79,22.13,298.85,4
100142200505W400,SBRS,1097.0,54.87,-40.00,226.50,2350.77,0.17,0.29,20.54,20.22,23.35,300.60,3
100142200505W400,SBRS,1097.3,55.26,-41.90,226.25,2351.91,0.18,0.31,20.26,20.10,23.34,302.34,4
100142200505W400,SBRS,1097.4,55.19,-42.79,226.25,2353.19,0.18,0.32,20.13,19.95,22.59,302.93,5
100142200505W400,SBRS,1097.7,52.48,-44.29,226.94,2350.95,0.18,0.30,20.10,19.53,21.70,304.74,3
100142200505W400,SBRS,1098.0,46.50,-46.07,227.00,2323.77,0.18,0.30,20.09,19.08,19.24,306.52,3
100142200505W400,SBRS,1098.2,44.21,-45.32,227.00,2310.01,0.20,0.32,20.09,19.71,19.67,304.47,4
100142200505W400,SBRS,1098.4,41.34,-44.57,226.88,2318.88,0.21,0.32,19.73,20.33,20.89,302.41,3
100142200505W400,SBRS,1098.7,39.80,-42.95,221.56,2338.65,0.20,0.31,19.65,20.16,24.09,302.31,6
100142200505W400,SBRS,1099.3,42.38,-42.81,225.94,2342.35,0.18,0.31,19.07,18.94,20.05,303.00,5
100142200505W400,SBRS,1099.5,41.96,-43.04,224.94,2336.36,0.18,0.32,18.95,19.21,19.63,303.15,4
100142200505W400,SBRS,1099.7,41.82,-42.68,225.25,2339.35,0.19,0.32,19.12,19.72,20.87,302.07,4
100142200505W400,SBRS,1099.8,41.43,-42.32,225.25,2345.73,0.20,0.32,19.35,20.06,21.61,300.96,3
100142200505W400,SBRS,1099.9,42.31,-40.57,224.63,2353.95,0.20,0.32,19.24,21.02,24.04,299.85,4
100142200505W400,SBRS,1100.0,43.19,-38.82,224.00,2362.16,0.19,0.32,19.14,21.99,26.46,298.75,4
100142200505W400,SBRS,1100.1,43.22,-38.20,223.50,2369.44,0.19,0.32,19.07,21.59,27.25,297.41,4
100142200505W400,SBRS,1100.3,46.16,-36.82,225.13,2382.41,0.18,0.30,19.19,20.55,26.88,294.49,6
100142200505W400,SBRS,1100.5,54.11,-34.43,227.75,2384.71,0.17,0.32,18.87,19.32,21.70,291.35,4
100142200505W400,SBRS,1101.3,64.98,-24.77,229.19,2556.31,0.13,0.33,13.51,14.85,16.77,309.54,4
100082700505W400,LMNV,1098.1,51.41,-66.38,212.10,2395.59,0.15,0.26,17.33,18.31,20.95,255.30,3
100082700505W400,LMNV,1098.3,56.15,-64.86,212.10,2394.97,0.16,0.26,16.09,16.79,18.41,254.73,3
100082700505W400,LMNV,1098.4,56.96,-63.72,212.10,2402.66,0.17,0.26,15.38,16.18,17.28,253.20,3
100082700505W400,LMNV,1098.6,58.98,-56.72,212.10,2425.57,0.14,0.27,13.57,13.82,17.86,250.14,2
100082700505W400,LMNV,1098.9,60.96,-51.02,212.10,2436.55,0.13,0.28,13.15,12.82,14.35,259.68,3
100082700505W400,LMNV,1099.9,52.80,-53.00,212.10,2420.78,0.13,0.25,14.31,14.51,19.79,260.70,3
100082700505W400,LMNV,1100.2,54.23,-61.76,212.10,2401.46,0.15,0.28,14.40,13.79,17.09,270.08,3
100082700505W400,LMNV,1100.5,62.09,-71.13,212.10,2401.80,0.15,0.27,15.02,13.49,14.39,262.34,3
100082700505W400,SBRS,1101.3,46.22,-71.57,212.10,2268.86,0.23,0.26,27.44,26.44,30.56,256.40,5
100082700505W400,SBRS,1101.7,32.00,-65.09,212.10,2302.03,0.22,0.26,42.69,40.93,78.44,280.71,4
100082700505W400,SBRS,1102.0,32.84,-63.57,212.10,2343.44,0.18,0.25,58.86,46.93,70.96,291.19,4
100082700505W400,SBRS,1102.3,33.90,-63.11,212.10,2253.50,0.19,0.25,67.96,49.58,62.77,285.89,5
100082700505W400,SBRS,1102.6,31.70,-62.72,212.10,2158.70,0.25,0.28,77.52,62.32,68.71,288.00,6
100082700505W400,SBRS,1102.8,32.31,-62.47,212.10,2136.24,0.28,0.31,78.17,71.23,82.99,306.86,5
100082700505W400,SBRS,1103.6,32.01,-61.44,212.10,2302.97,0.23,0.27,59.30,51.27,77.88,302.46,4
100082700505W400,SBRS,1104.2,28.64,-58.79,212.10,2241.43,0.19,0.25,45.86,38.60,45.61,274.25,3
100082700505W400,SBRS,1104.4,27.77,-57.69,212.10,2214.80,0.24,0.29,50.84,47.10,92.60,288.54,6
100082700505W400,SBRS,1104.6,26.43,-57.19,212.10,2205.29,0.27,0.30,55.09,53.44,142.37,294.15,4
100082700505W400,SBRS,1104.9,21.80,-55.33,212.10,2177.72,0.28,0.30,83.54,69.97,145.91,300.19,6
100082700505W400,SBRS,1105.1,20.88,-53.94,212.10,2159.81,0.30,0.31,103.91,83.43,110.38,309.39,6
100082700505W400,SBRS,1105.2,23.81,-53.44,212.10,2153.88,0.31,0.32,107.21,87.30,112.37,314.52,6
100082700505W400,SBRS,1105.4,31.25,-52.91,212.10,2202.46,0.31,0.30,84.85,90.00,96.88,315.65,6
100082700505W400,SBRS,1105.5,35.78,-52.55,212.10,2232.84,0.29,0.30,75.20,80.81,89.94,309.55,6
100082700505W400,SWFT,1105.9,56.87,-47.71,212.10,2432.82,0.10,0.30,36.46,32.94,40.09,277.95,4
100082700505W400,SWFT,1106.2,69.02,-44.47,212.10,2449.24,0.09,0.30,27.15,23.43,25.72,271.62,3
100082700505W400,SWFT,1106.4,65.75,-38.69,212.10,2434.48,0.11,0.30,19.71,17.07,16.73,275.83,4
100082700505W400,SWFT,1106.6,64.91,-37.94,212.10,2438.59,0.13,0.29,17.66,15.64,14.74,280.04,4
100082700505W400,SWFT,1106.8,65.87,-38.94,212.10,2442.70,0.13,0.29,16.08,14.68,14.85,281.40,4
100082700505W400,SWFT,1107.1,69.24,-36.97,212.10,2440.33,0.12,0.30,14.24,13.36,15.05,280.31,4
100082700505W400,SWFT,1107.4,63.86,-36.00,212.10,2428.63,0.12,0.28,14.22,13.06,14.07,281.16,4
100082700505W400,SWFT,1107.6,64.52,-35.75,212.10,2420.83,0.13,0.30,14.07,13.32,13.85,278.10,4
100082700505W400,SWFT,1107.8,66.90,-35.75,212.10,2415.10,0.14,0.30,14.28,13.48,13.95,281.66,3
100082700505W400,SWFT,1108.1,71.31,-35.50,213.11,2404.29,0.14,0.30,14.65,13.81,14.69,281.99,3
100082700505W400,SWFT,1108.3,70.80,-35.40,214.13,2384.54,0.15,0.30,15.26,14.34,15.03,283.28,3
100082700505W400,SWFT,1108.6,60.26,-36.04,214.13,2356.37,0.17,0.30,16.35,15.45,15.63,286.95,4
100082700505W400,SWFT,1108.8,55.01,-36.82,214.13,2343.97,0.18,0.28,17.16,16.14,17.86,285.01,3
100082700505W400,SWFT,1109.1,51.44,-36.70,214.13,2329.52,0.18,0.30,18.39,17.63,19.95,290.18,4
100082700505W400,SWFT,1109.3,50.52,-36.42,214.13,2332.05,0.19,0.30,18.65,18.16,19.83,290.82,4
100082700505W400,SWFT,1109.6,54.22,-35.82,214.13,2335.53,0.19,0.29,19.14,17.76,20.83,291.53,4
100082700505W400,SWFT,1110.0,51.35,-34.82,214.13,2322.47,0.18,0.30,18.72,17.53,17.71,297.23,4
100082700505W400,SWFT,1110.2,53.29,-35.50,216.13,2317.80,0.20,0.29,18.32,17.60,18.48,295.28,4
100082700505W400,SWFT,1110.4,55.74,-35.50,216.13,2316.86,0.19,0.30,18.44,17.23,20.00,297.12,4
100082700505W400,SWFT,1110.7,56.75,-34.25,216.13,2324.63,0.20,0.30,17.84,17.28,18.93,301.15,4
100082700505W400,SWFT,1110.9,59.87,-33.75,216.13,2333.50,0.20,0.30,17.49,16.91,18.89,300.86,4
100082700505W400,SWFT,1111.2,80.43,-33.50,216.13,2345.72,0.20,0.30,16.91,16.14,18.63,295.67,3
100082700505W400,SWFT,1111.4,88.37,-32.75,216.13,2349.43,0.19,0.30,16.93,15.68,17.37,290.06,4
100082700505W400,SWFT,1111.7,84.38,-32.35,216.13,2341.47,0.18,0.30,16.45,15.92,16.09,291.46,4
100082700505W400,SWFT,1111.9,68.06,-32.46,216.13,2336.70,0.19,0.29,16.18,15.85,18.07,292.61,4
100082700505W400,SWFT,1112.1,68.43,-31.81,216.13,2333.08,0.19,0.28,15.54,15.40,18.46,293.58,4
100082700505W400,SWFT,1112.3,69.24,-30.55,216.13,2330.40,0.19,0.28,14.93,14.66,16.97,295.51,4
100082700505W400,SWFT,1113.1,80.06,-23.84,216.13,2331.52,0.19,0.32,11.99,11.31,10.94,304.64,4
100082700505W400,SWFT,1113.7,72.99,-25.35,216.13,2322.21,0.20,0.34,11.10,10.79,11.44,308.99,3
100082700505W400,SWFT,1114.0,68.28,-25.30,216.13,2333.35,0.19,0.32,10.70,10.69,12.83,306.34,4
100082700505W400,SWFT,1114.2,71.31,-23.82,216.13,2337.60,0.18,0.34,10.16,10.32,12.87,313.92,4
100031300505W400,SBRS,1127.1,59.11,-65.94,198.02,2439.10,0.13,0.31,10.42,11.26,11.73,278.96,1
100031300505W400,SBRS,1127.4,57.03,-70.70,195.55,2433.10,0.13,0.30,10.76,11.47,12.91,277.25,1
100031300505W400,SBRS,1127.7,51.98,-73.60,198.76,2427.10,0.14,0.29,11.06,11.89,15.56,277.78,1
100031300505W400,SBRS,1128.0,45.30,-82.08,198.27,2421.10,0.14,0.29,11.41,12.39,16.74,285.57,6
100031300505W400,SBRS,1128.2,42.00,-84.26,196.29,2377.90,0.17,0.30,12.11,12.79,14.40,295.11,3
100031300505W400,SBRS,1128.4,40.50,-84.95,194.55,2329.90,0.21,0.32,12.91,13.64,15.85,304.31,3
100031300505W400,SBRS,1128.7,38.25,-85.94,193.56,2265.40,0.23,0.32,14.14,14.94,22.75,311.18,4
100031300505W400,SBRS,1128.9,38.25,-86.73,193.07,2283.60,0.22,0.32,15.07,15.92,26.86,309.68,5
100031300505W400,SBRS,1129.2,40.48,-88.42,191.57,2292.60,0.23,0.32,16.45,17.06,26.99,308.41,4
100031300505W400,SBRS,1129.4,39.87,-89.51,189.57,2281.80,0.23,0.32,17.15,17.39,26.02,310.78,3
100031300505W400,SBRS,1130.0,39.95,-91.68,192.00,2298.90,0.22,0.33,19.45,17.83,26.77,315.03,1
100031300505W400,SBRS,1130.1,40.25,-92.08,192.24,2293.20,0.22,0.33,19.91,17.83,26.89,316.32,2
100031300505W400,SBRS,1130.3,42.18,-90.59,192.95,2280.60,0.24,0.32,20.74,18.58,26.65,320.26,2
100031300505W400,SBRS,1130.5,46.50,-87.82,193.91,2268.00,0.24,0.32,21.51,19.46,28.02,312.05,1
100031300505W400,SBRS,1130.6,50.25,-86.04,193.90,2261.70,0.24,0.31,22.01,19.91,30.00,301.20,3
100031300505W400,SBRS,1130.7,53.55,-83.17,193.13,2257.40,0.23,0.31,22.41,20.28,32.29,299.50,3
100031300505W400,SBRS,1131.0,63.86,-73.40,195.80,2338.60,0.20,0.31,22.41,21.42,38.40,294.56,3
100031300505W400,SBRS,1131.2,65.64,-69.41,194.06,2395.30,0.18,0.31,22.21,20.84,36.01,293.05,1
100031300505W400,SBRS,1131.3,64.75,-68.91,194.31,2386.20,0.17,0.32,21.91,20.09,31.98,294.53,3
100031300505W400,SBRS,1131.4,63.71,-69.11,194.31,2376.00,0.16,0.32,20.93,19.37,27.39,296.01,2
100031300505W400,SBRS,1131.7,61.34,-73.20,194.06,2345.40,0.17,0.33,18.58,17.51,18.93,304.26,2
100031300505W400,SBRS,1132.0,55.65,-77.30,194.06,2314.80,0.18,0.33,16.80,15.75,16.95,313.91,1
100031300505W400,SBRS,1132.2,56.70,-75.30,192.33,2294.40,0.21,0.32,15.75,14.84,16.72,305.35,4
100031300505W400,SBRS,1132.4,63.42,-67.62,195.30,2308.20,0.21,0.32,15.12,14.31,19.28,293.09,4
100031300505W400,SBRS,1132.6,72.62,-60.50,196.04,2362.80,0.17,0.31,14.98,13.98,23.56,286.59,3
100031300505W400,SBRS,1132.8,80.05,-56.63,197.03,2417.40,0.13,0.31,14.84,13.66,28.93,283.22,3
100031300505W400,SBRS,1133.1,79.31,-52.57,197.28,2499.30,0.11,0.32,13.79,13.54,19.37,279.87,3
100031300505W400,SBRS,1133.3,73.66,-53.37,196.29,2491.10,0.10,0.33,12.81,13.54,14.31,279.23,3
100031300505W400,SBRS,1133.5,64.31,-62.77,196.29,2455.70,0.11,0.33,12.24,13.48,14.57,281.56,3
100031300505W400,SBRS,1133.7,54.00,-74.00,196.29,2420.30,0.14,0.34,12.70,13.48,13.66,287.50,2
100031300505W400,SBRS,1133.9,45.75,-80.69,193.81,2384.90,0.17,0.33,12.70,13.42,10.91,295.29,3
100031300505W400,SBRS,1134.1,45.75,-82.28,193.81,2349.50,0.19,0.33,12.70,13.42,12.58,303.34,4
100031300505W400,SBRS,1134.4,52.35,-83.47,193.29,2225.00,0.20,0.33,12.93,13.66,21.81,314.17,3
100031300505W400,SBRS,1134.6,58.20,-85.05,193.53,2336.70,0.19,0.34,13.05,13.79,23.78,305.33,2
100031300505W400,SWFT,1134.8,62.82,-85.94,192.02,2364.10,0.20,0.35,13.23,13.98,20.84,299.86,2
100031300505W400,SWFT,1135.0,66.09,-83.96,194.00,2376.80,0.19,0.35,13.42,14.18,20.65,296.43,1
100031300505W400,SWFT,1135.2,68.16,-81.49,193.47,2371.60,0.17,0.34,13.41,14.17,21.03,298.84,1
100031300505W400,SWFT,1135.5,80.50,-73.90,192.17,2363.00,0.18,0.33,13.40,14.16,22.31,296.74,1
100031300505W400,SWFT,1135.8,102.62,-64.06,193.36,2404.00,0.14,0.31,13.20,14.09,22.41,286.71,1
100031300505W400,SWFT,1136.1,124.02,-52.97,197.03,2449.60,0.13,0.31,11.98,12.83,18.92,283.18,1
100031300505W400,SWFT,1136.3,135.93,-46.63,197.03,2480.00,0.11,0.33,11.12,11.98,15.09,285.39,1
100031300505W400,SWFT,1136.6,146.82,-39.21,197.03,2484.00,0.11,0.36,10.09,10.82,12.14,293.54,2
100031300505W400,SWFT,1137.0,124.15,-32.67,198.27,2461.20,0.12,0.40,8.84,9.47,9.95,303.77,1
100031300505W400,SWFT,1137.5,91.34,-29.12,198.02,2447.20,0.13,0.47,7.47,8.00,9.91,312.98,2
100122800505W400,SBRS,1049.2,55.86,-19.80,208.91,2306.27,0.22,0.40,3.06,3.14,3.17,,1
100122800505W400,SBRS,1049.4,53.47,-26.50,198.00,2398.41,0.17,0.32,4.36,4.48,9.60,,1
100122800505W400,SBRS,1049.6,52.75,-29.70,193.25,2410.95,0.15,0.25,6.68,6.87,19.13,,1
100122800505W400,SBRS,1049.8,53.17,-32.10,193.25,2419.70,0.14,0.25,10.72,11.02,24.19,,1
100122800505W400,SBRS,1050.0,51.26,-34.20,193.50,2426.27,0.14,0.26,14.41,14.74,23.08,,2
100122800505W400,SBRS,1050.1,50.06,-35.20,193.74,2430.25,0.14,0.25,16.70,16.78,25.30,,3
100122800505W400,SBRS,1050.3,49.70,-36.80,192.71,2452.54,0.12,0.24,20.47,21.33,24.38,,1
100122800505W400,SBRS,1050.5,51.50,-40.10,190.93,2480.60,0.11,0.23,22.34,27.11,27.23,,4
100122800505W400,SBRS,1050.7,48.80,-45.38,189.40,2450.55,0.11,0.22,24.38,34.48,63.46,,3
100122800505W400,SBRS,1050.9,43.06,-51.37,188.63,2421.89,0.13,0.22,26.49,43.42,104.73,,3
100122800505W400,SBRS,1051.1,39.53,-56.24,188.61,2387.46,0.15,0.22,30.42,53.38,119.75,,3
100122800505W400,SBRS,1051.3,40.67,-59.51,189.36,2358.61,0.17,0.22,35.13,58.07,117.01,,3
100122800505W400,SBRS,1051.5,44.68,-61.40,188.86,2334.33,0.19,0.24,40.55,62.29,107.18,,2
100122800505W400,SBRS,1052.0,41.57,-62.50,189.36,2263.09,0.23,0.28,46.91,98.18,163.20,,4
100122800505W400,SBRS,1052.2,36.07,-62.30,189.34,2231.24,0.25,0.29,53.38,121.98,256.50,,3
100122800505W400,SBRS,1052.4,33.55,-62.30,190.31,2250.55,0.25,0.29,61.99,151.57,387.42,,4
100122800505W400,SBRS,1052.6,34.39,-62.10,190.29,2253.93,0.24,0.29,67.75,167.79,420.99,,4
100122800505W400,SBRS,1052.9,34.99,-61.90,189.76,2249.95,0.24,0.28,68.70,141.42,294.52,,3
100122800505W400,SBRS,1053.1,34.93,-61.10,189.50,2250.95,0.24,0.28,67.12,111.21,184.89,,4
100122800505W400,SBRS,1053.3,34.81,-60.70,189.75,2255.52,0.24,0.29,64.66,97.29,134.41,,4
100122800505W400,SBRS,1053.5,33.61,-60.40,190.25,2251.94,0.24,0.29,59.72,89.59,124.83,,3
100122800505W400,SBRS,1053.7,32.54,-59.41,189.00,2236.22,0.25,0.30,54.64,76.75,118.65,,4
100122800505W400,SBRS,1053.9,32.84,-57.82,187.75,2232.24,0.25,0.30,54.14,66.18,96.84,,4
100122800505W400,SBRS,1054.1,32.72,-56.04,187.25,2240.60,0.25,0.31,53.38,71.28,78.88,,2
100122800505W400,SBRS,1054.2,32.12,-54.17,187.50,2240.60,0.25,0.31,52.87,73.92,74.61,,1
100122800505W400,SBRS,1054.3,31.64,-51.99,187.75,2219.10,0.26,0.31,50.00,75.96,74.23,,5
100122800505W400,SBRS,1054.5,32.72,-48.11,188.75,2184.88,0.28,0.30,44.16,66.66,89.59,,3
100122800505W400,SBRS,1054.6,35.23,-46.32,189.25,2204.38,0.27,0.29,38.09,56.11,88.76,,5
100122800505W400,SBRS,1054.8,45.63,-41.46,190.00,2292.54,0.22,0.27,30.60,39.31,60.07,,6
100122800505W400,SWFT,1055.0,57.90,-37.50,191.00,2448.56,0.17,0.26,25.54,26.25,36.46,,2
100122800505W400,SWFT,1055.2,70.22,-33.40,191.97,2500.50,0.09,0.27,21.24,21.83,21.04,,1
100122800505W400,SWFT,1055.5,75.00,-30.20,191.67,2440.00,0.12,0.30,16.33,16.79,14.96,,1
100122800505W400,SWFT,1055.8,72.61,-31.00,191.13,2449.55,0.12,0.33,14.82,15.23,16.78,,2
100122800505W400,SWFT,1056.0,73.80,-30.70,190.85,2460.90,0.12,0.33,13.95,14.34,18.40,,2
100122800505W400,SWFT,1056.3,75.60,-29.11,191.09,2438.41,0.12,0.32,13.44,13.82,17.57,,2
100122800505W400,SWFT,1056.5,77.27,-28.12,192.08,2426.07,0.13,0.31,13.26,13.63,16.55,,3
100122800505W400,SWFT,1056.8,79.96,-27.13,193.32,2406.57,0.14,0.31,13.01,13.38,14.74,,3
100122800505W400,SWFT,1057.0,79.07,-26.63,194.31,2393.63,0.15,0.31,12.89,13.26,14.74,,3
100122800505W400,SWFT,1057.3,82.36,-25.35,194.54,2405.97,0.15,0.31,12.66,13.01,14.41,,3
100122800505W400,SWFT,1057.6,89.41,-24.55,194.03,2400.60,0.15,0.30,12.83,13.20,13.88,,2
100122800505W400,SWFT,1057.8,86.72,-25.05,193.02,2387.07,0.16,0.31,13.07,13.44,14.14,,3
100122800505W400,SWFT,1058.1,79.96,-25.94,190.00,2352.44,0.18,0.33,12.95,13.32,16.47,,3
100122800505W400,SWFT,1058.4,79.49,-25.64,190.50,2335.92,0.18,0.33,12.83,13.20,16.40,,3
100122800505W400,SWFT,1058.7,86.42,-22.18,192.50,2367.76,0.17,0.34,12.60,12.95,14.81,,3
